id_theme;sous_matiere_app;theme;nb_questions_associees;sessions;types_questions;score_priorite_provisoire;niveau_priorite;resume;points_cles;pieges;statut
THEME_NOSO_PRECAUTIONS_COMPLEMENTAIRES_DUP2;Transversal-Nosocomial;Précautions complémentaires Contact Air Gouttelettes;1;S1;"DL;QCM";90;Ultra prioritaire;Question sur gale, tuberculose et varicelle nécessitant des précautions complémentaires.;"Gale; tuberculose; varicelle; Contact; Air; standard";"Sur-isoler paludisme ou hépatite B; confondre précautions";Non vu
THEME_BACT_GRAM_STRUCTURE;Bactériologie;Gram structure bactérienne et capsule;3;S1;"DL;QCM";92;Ultra prioritaire;Questions sur LPS, membrane externe, coloration de Gram, capsule et antigènes vaccinaux.;"Gram négatif; LPS; membrane externe; entérobactéries; capsule polysaccharidique; complément; phagocytose; vaccins";"Confondre capsule et peptidoglycane; croire que Gram visualise mycobactéries/mycoplasmes";Non vu
THEME_BACT_MICROBIOTE_VAGINAL;Bactériologie;Microbiote vaginal;1;S1;"DL;QRU";78;Haute;Question sur la bactérie prédominante du microbiote vaginal physiologique.;"Lactobacillus spp; microbiote vaginal; vaginose; Gardnerella";Confondre Lactobacillus normal avec Gardnerella vaginose;Non vu
THEME_VIRO_STRUCTURE_BASES;Virologie;Structure et bases de virologie;2;S1;"DL;QCM";84;Haute;DL2 teste les bases : capside, enveloppe, parasitisme intracellulaire, culture et diagnostic virologique.;"Capside; enveloppe; particule virale; culture cellulaire; virus non cultivables; microscopie électronique";"Confondre structure virale et bactérienne; confondre diagnostic indirect et détection directe";Non vu
THEME_VIRO_DIAGNOSTIC_RESPIRATOIRE;Virologie;Diagnostic des infections respiratoires virales;2;S1;"DL;QCM";86;Très haute;Questions sur les prélèvements respiratoires et la grippe : écouvillonnage/aspiration nasopharyngée, épidémies et PCR respiratoire.;"Écouvillonnage nasopharyngé; aspiration nasopharyngée; grippe; épidémie saisonnière; vaccin annuel; personnes âgées à risque";"Utiliser PCR sanguine pour grippe; mauvais prélèvement respiratoire";Non vu
THEME_VIRO_VIH_DUP3;Virologie;VIH diagnostic transmission mère-enfant;2;S1;"DL;QCM";95;Ultra prioritaire;DL2 revient sur confirmation/suivi VIH et transmission mère-enfant avec diagnostic moléculaire du nouveau-né.;"ELISA 4e génération; Western blot; second prélèvement; ARN VIH; transmission in utero; accouchement; allaitement; ARN/ADN VIH chez nouveau-né";"Confondre anticorps maternels et infection du nouveau-né; confondre dépistage confirmation suivi";Non vu
THEME_VIRO_HPV_DUP2;Virologie;HPV verrues cancers vaccination;1;S1;"DL;QCM";88;Très haute;Question sur HPV : verrues, cancers du col et limites de la vaccination.;"Verrues; HPV haut risque; cancer col utérus; vaccination; dépistage col";"Croire que vaccination dispense du dépistage; transmission principalement materno-fœtale";Non vu
THEME_VIRO_HEPATITES_DUP2;Virologie;Hépatites virales A B et vaccin VHB;3;S1;"DL;QCM";94;Ultra prioritaire;DL2 teste hépatite A, vaccination hépatite B et hépatite B aiguë par IgM anti-HBc.;"VHA; IgM anti-HAV; pas chronique; vaccin VHA; vaccin VHB; anti-HBs; pas anti-HBc vaccinal; IgM anti-HBc hépatite B aiguë";"Confondre vaccination VHB et infection naturelle; confondre VHA avec hépatites chroniques";Non vu
THEME_VIRO_CMV_CONGENITAL;Virologie;CMV congénital;1;S1;"DL;QCM";92;Ultra prioritaire;Question complète sur CMV congénital : fréquence, déficit auditif, retard psychomoteur et PCR urinaire précoce.;"Infection congénitale la plus fréquente; déficit auditif; retard psychomoteur; PCR urines nouveau-né; 15 premiers jours";Croire que les séquelles sont surtout liées au 3e trimestre;Non vu
THEME_VIRO_RUBEOLE_GROSSESSE;Virologie;Rubéole grossesse;1;S1;"DL;QCM";90;Ultra prioritaire;Question sur le dépistage de la rubéole pendant la grossesse et la vaccination post-partum.;"IgG anti-rubéole; première consultation prénatale; vaccination après accouchement si non immunisée";"Vacciner pendant grossesse; doser IgM en dépistage systématique";Non vu
THEME_VIRO_TRANSMISSION_BIOCIDES;Virologie;Transmission virale et biocides;2;S1;"DL;QCM";84;Haute;Questions transversales sur voies de transmission, transmission indirecte, seringues souillées et biocides virucides.;"Transmission aérienne; transmission indirecte; seringues; biocides; virus nus; antisepsie; désinfection";"Dire qu’aucun virus n’est sexuel; croire que biocides dispensent des règles d’hygiène";Non vu
THEME_VIRO_HERPESVIRIDAE;Virologie;Herpesviridae HSV VZV CMV EBV;4;S1;"DL;QCM";96;Ultra prioritaire;DL2 renforce fortement les herpesvirus : CMV, EBV, HSV, VZV, encéphalite, persistance, zona et vaccin varicelle.;"CMV; EBV; HSV; VZV; Herpesviridae; HSV encéphalite; persistance; culture cellulaire; VZV zona; vaccin varicelle";"Confondre herpesvirus avec Zika/adénovirus/norovirus; penser HSV féco-oral; traiter VZV par amoxicilline";Non vu
THEME_VIRO_ROTAVIRUS;Virologie;Rotavirus;1;S1;"DL;QCM";78;Haute;Question sur rotavirus : gastro-entérite de l’enfant, collectivité, gravité et diagnostic dans les selles.;"Rotavirus; enfant; collectivités; nourrisson; personnes âgées; acides nucléiques selles";Confondre avec transmission aérienne;Non vu
THEME_PARA_CANDIDA;Parasitologie-Mycologie;Candida et candidémie;3;S1;"DL;QCM";94;Ultra prioritaire;DL3 revient sur Candida : levure, bourgeonnement, facteurs de risque de candidémie et infections superficielles fréquentes.;"Candida; levure; bourgeonnement; cathéters; antibiothérapie large spectre; neutropénie; vaginite; intertrigo; atteinte oro-pharyngée";"Confondre Candida avec dermatophytes ou Malassezia; élargir trop les facteurs de risque selon la correction attendue";Non vu
THEME_PARA_DERMATOPHYTOSE;Parasitologie-Mycologie;Dermatophytose cutanée;1;S1;"DL;QCM";88;Très haute;Question sur lésion annulaire avec centre clair et bord inflammatoire, confirmation par examen direct et culture de squames.;"Dermatophytose; lésion annulaire; squames; examen direct; culture; animaux de compagnie";"Prélever le centre clair; confondre dermatophytose et candidose";Non vu
THEME_PARA_HELMINTHES_EOSINOPHILIE;Parasitologie-Mycologie;Helminthoses et hyperéosinophilie;2;S1;"DL;QCM";92;Ultra prioritaire;Questions sur hyperéosinophilie : anguillulose, schistosomose, toxocarose et caractéristiques de Strongyloides stercoralis.;"Hyperéosinophilie; anguillulose; Strongyloides stercoralis; nématode; zone tropicale; schistosomose; toxocarose; séjour en zone d’endémie";"Associer protozooses à hyperéosinophilie; traiter anguillulose par antifongique";Non vu
THEME_PARA_ECTOPARASITOSES_DUP2;Parasitologie-Mycologie;Gale et oxyurose;2;S1;"DL;QCM";90;Ultra prioritaire;DL3 teste gale et oxyurose : prurit nocturne, transmission interhumaine, localisation et traitement des contacts.;"Sarcoptes scabiei; prurit nocturne; espaces interdigitaux; poignets; traiter contacts; Enterobius vermicularis; prurit anal; œufs marge anale";"Croire que la gale est uniquement tropicale; confondre oxyurose avec transmission par viande";Non vu
THEME_PARA_TOXOPLASMOSE;Parasitologie-Mycologie;Toxoplasmose prévention et formes contaminantes;2;S1;"DL;QCM";94;Ultra prioritaire;Deux questions sur prévention de la toxoplasmose congénitale et formes contaminantes.;"Viande bien cuite; laver fruits/légumes; femme enceinte séronégative; oocystes; kystes tissulaires";"Proposer vaccination du chat; confondre oocyste/kyste avec œuf/larve";Non vu
THEME_PARA_AMIBIASE_GIARDIA;Parasitologie-Mycologie;Amibiase et giardiase;3;S1;"DL;QCM;QRU";88;Très haute;Questions sur Entamoeba histolytica, amibiase hépatique, trophozoïtes hématophages et Giardia intestinalis.;"Entamoeba histolytica; péril fécal; forme hépatique fébrile; trophozoïtes hématophages; Giardia intestinalis; péril fécal; malabsorption";"Confondre Entamoeba histolytica/dispar; confondre kyste de transmission et trophozoïte invasif; associer Giardia à hyperéosinophilie";Non vu
THEME_PARA_CRYPTOCOCCOSE_PNEUMOCYSTIS;Parasitologie-Mycologie;Cryptococcus et Pneumocystis;2;S1;"DL;QCM";86;Très haute;Questions sur Cryptococcus neoformans et Pneumocystis jirovecii.;"Cryptococcus; capsule polysaccharidique; antigène sérique; inhalation; encre de Chine; Pneumocystis jirovecii; cosmopolite; spécifique homme";"Confondre Cryptococcus avec Pneumocystis; attribuer fientes de pigeons à Pneumocystis";Non vu
THEME_PARA_ASPERGILLOSE_DUP2;Parasitologie-Mycologie;Aspergillose invasive;2;S1;"DL;QRU";90;Ultra prioritaire;DL3 re-teste Aspergillus fumigatus et la contamination aérienne de l’aspergillose invasive.;"Aspergillus fumigatus; aspergillose invasive; inhalation; voie aérienne; spores environnementales";Confondre contamination aérienne Aspergillus et candidémie liée aux cathéters;Non vu
THEME_BACT_IU_CDIFFICILE_2022;Bactériologie;Infections urinaires E. coli BLSE et C. difficile;1;S1;"DP;Cas clinique";98;Ultra prioritaire;DP complet et très rentable : cystite simple, pyélonéphrite, ECBU, E. coli BLSE, BMR, précautions Contact, diarrhée post-antibiothérapie et C. difficile.;"Cystite simple; fosfomycine; ECBU; pyélonéphrite; E. coli; bacilles Gram négatif; BLSE; C3G; carbapénème; BMR; C. difficile; toxines; spores; lavage savon; chambre individuelle";"Traiter une bactériurie asymptomatique; confondre cystite et pyélonéphrite; oublier les précautions Contact; utiliser seulement SHA contre C. difficile";Non vu
THEME_VIRO_NEURO_2022;Virologie;Méningites virales et encéphalites herpétiques;1;S1;"DP;Cas clinique";98;Ultra prioritaire;DP majeur de virologie neurologique : entérovirus chez l’enfant, HSV-2 chez jeune femme, encéphalite herpétique et zona/VZV chez sujet âgé.;"Méningite virale; LCS lymphocytaire; entérovirus; main-pied-bouche; HSV-2; PCR LCS; récurrence génitale; encéphalite herpétique; HSV-1; urgence aciclovir; zona ophtalmique; VZV";"Confondre purpura et viral; ignorer les lésions vésiculeuses; attendre la PCR pour traiter une encéphalite; exclure VZV avant 50 ans";Non vu
THEME_PARA_PALUDISME_FALCIPARUM_2022;Parasitologie-Mycologie;Paludisme à Plasmodium falciparum;1;S1;"DP;Cas clinique";98;Ultra prioritaire;DP entier consacré au paludisme : fièvre au retour du Mali, diagnostic urgent, P. falciparum, gravité, traitement et prévention.;"Fièvre retour zone endémie; recherche paludisme; P. falciparum; frottis; globules rouges; critères de gravité; traitement accès simple; atovaquone-proguanil; artéméther-luméfantrine; chimioprophylaxie; protection moustiques";"Oublier le paludisme devant diarrhée fébrile; confondre anophèle/phlébotome; attribuer hypnozoïtes à P. falciparum; confondre prévention paludisme et prévention alimentaire";Non vu
THEME_PARA_CANDIDEMIE_2022_S2;Parasitologie-Mycologie;Candidémie en réanimation;7;S2;"DP;QCM;QRU";97;Ultra prioritaire;DP très rentable sur candidémie : réanimation, chirurgie digestive, antibiothérapie large spectre, cathéters, Candida albicans, diagnostic de laboratoire et traitement.;"Candidose; candidémie; cathéters; antibiothérapie large spectre; chirurgie digestive; Candida albicans; levure; bourgeonnement; commensal digestif/vaginal; hémoculture; culture fongique; MALDI-TOF; antifongigramme; fluconazole; échinocandines";"Confondre Candida et Aspergillus; oublier chirurgie digestive comme facteur de risque; demander sérologie Candida; confondre fluconazole/échinocandine avec ivermectine ou cotrimoxazole";Non vu
THEME_PARA_DERMATOPHYTOSE_2022_S2;Parasitologie-Mycologie;Dermatophytose cutanée;4;S2;"DP;QCM;QRU";94;Ultra prioritaire;Le DP teste la reconnaissance clinique d’une dermatophytose, les espèces dermatophytes, les modes de transmission et le diagnostic mycologique.;"Lésion annulaire; bordure érythémato-squameuse; Trichophyton rubrum; Microsporum canis; Epidermophyton floccosum; transmission animale; interhumaine; tellurique; examen direct squames; culture Sabouraud; culture prolongée";"Confondre dermatophytes avec Malassezia ou Trichosporon; prélever au mauvais endroit; chercher sérologie/antigène sérique";Non vu
THEME_PARA_MALASSEZIA_2022_S2;Parasitologie-Mycologie;Malassezia et pityriasis versicolor;2;S2;"DP;QCM";80;Haute;"Le DP aborde Malassezia, surtout via le diagnostic cutané ; une question est annulée mais le thème reste utile.";"Malassezia; pityriasis versicolor; saprophyte peau; scotch-test cutané; examen microscopique squames";"Ne pas utiliser la question annulée comme score fiable; confondre Malassezia avec dermatophytes ou Candida";Non vu
THEME_PARA_TOXOPLASMOSE_2022_S2;Parasitologie-Mycologie;Toxoplasmose recherche grossesse et congénitale;3;S2;"DL;QCM";95;Ultra prioritaire;DL parasitologie re-teste la toxoplasmose sous trois angles : indications de recherche, surveillance de grossesse et conséquences congénitales.;"Syndrome mononucléosique; encéphalite immunodéprimé; dépistage 1er trimestre; surveillance mensuelle séronégatives; embryo-fœtopathie; lésions cérébrales; lésions oculaires";"Confondre toxoplasmose avec hyperéosinophilie tropicale; confondre conséquences avec CMV comme troubles auditifs";Non vu
THEME_PARA_ECTOPARASITOSES_2022_S2;Parasitologie-Mycologie;Pédiculose gale et oxyurose;3;S2;"DL;QCM";90;Ultra prioritaire;Le bloc teste les ectoparasitoses et parasitoses fréquentes : pédiculose, gale et oxyurose.;"Pediculus capitis; prurit; contact direct; bonnet; Sarcoptes scabiei; acarien; ectoparasitose; transmission interhumaine; Enterobius vermicularis; contamination digestive; enfants";"Confondre pédiculose du cuir chevelu avec rickettsioses; confondre gale avec protozoose; confondre oxyurose et anguillulose";Non vu
THEME_PARA_HELMINTHES_EOSINO_2022_S2;Parasitologie-Mycologie;Helminthoses éosinophilie et diagnostic selles;2;S2;"DL;QCM";92;Ultra prioritaire;Questions sur parasitoses à hyperéosinophilie diagnostiquées par les selles et anguillulose.;"Téniasis; anguillulose; distomatoses; Strongyloides stercoralis; tropical; contamination transcutanée";"Mettre toxocarose ou loase en diagnostic direct des selles; confondre contamination digestive et transcutanée";Non vu
THEME_PARA_PALUDISME_2022_S2;Parasitologie-Mycologie;Paludisme espèces diagnostic urgence;3;S2;"DL;QCM";96;Ultra prioritaire;Le DL re-teste le paludisme : espèces humaines, P. falciparum, urgence médicale, parasitémie et diagnostic d’urgence.;"P. vivax; P. falciparum; P. ovale; P. malariae; frottis sanguin; goutte épaisse; PCR; hématies parasitées; charge parasitaire; urgence médicale";"Cocher P. berghei; utiliser sérologie en urgence; oublier d’évaluer la parasitémie";Non vu
THEME_PARA_GIARDIASE_2022_S2;Parasitologie-Mycologie;Giardiase;1;S2;"DL;QRU";78;Haute;Question simple mais classique sur Giardia intestinalis et diarrhée par malabsorption de l’intestin grêle.;"Giardia intestinalis; malabsorption; intestin grêle; diarrhée; péril fécal";Croire que c’est une maladie vectorielle ou exclusivement tropicale;Non vu
THEME_PARA_ASPERGILLOSE_2022_S2;Parasitologie-Mycologie;Aspergillose invasive diagnostic et risque;2;S2;"DL;QCM";94;Ultra prioritaire;Le DL re-teste les marqueurs diagnostiques et les terrains à risque d’aspergillose invasive.;"Antigène galactomannane; PCR Aspergillus; leucémie aiguë; neutropénie; tuberculose; transplanté rénal";"Confondre galactomannane et mannane; réserver le risque uniquement à la neutropénie";Non vu
THEME_PARA_PNEUMOCYSTOSE_2022_S2;Parasitologie-Mycologie;Pneumocystose diagnostic LBA;1;S2;"DL;QCM";86;Très haute;Question sur le diagnostic de pneumocystose à partir du lavage bronchio-alvéolaire.;"LBA; MGG; coloration argentique; asques; formes trophiques; PCR Pneumocystis";"Chercher une culture sur Sabouraud; confondre avec Candida ou Aspergillus";Non vu
