id;annee;session;source_pdf;bloc_annale;sous_matiere_app;type;numero_question;theme;sous_theme;question_resume;propositions_resume;reponse;correction_source;explication_courte;piege;priorite_provisoire;statut
QCM_2021_S1_PARA_010;2020-2021;S1;infectio 20-21 ses 1.pdf;Parasitologie;Parasitologie-Mycologie;QCM;10;Aspergillose pulmonaire invasive;Examens complémentaires;QCM sur les examens à proposer devant une suspicion d’aspergillose pulmonaire invasive.;A échographie cardiaque | B échographie hépatique | C fond d’œil | D lavage broncho-alvéolaire | E mesure pression LCR;D;correction_pdf;Devant une suspicion d’aspergillose pulmonaire invasive, le lavage broncho-alvéolaire est un examen clé pour le diagnostic microbiologique.;Ne pas appliquer le bilan d’extension de candidémie à l’aspergillose pulmonaire.;Très haute;Non vu
QCM_2021_S1_PARA_011;2020-2021;S1;infectio 20-21 ses 1.pdf;Parasitologie;Parasitologie-Mycologie;QCM;11;Aspergillose pulmonaire invasive;Marqueurs sériques;QCM sur les marqueurs sériques recherchés en cas de suspicion d’aspergillose.;A antigène galactomannane | B antigène pneumocoque | C antigène mannane | D ADN aspergillaire PCR | E anticorps aspergillaires sérologie;AD;correction_pdf;Le diagnostic d’aspergillose peut s’appuyer sur le galactomannane et la PCR Aspergillus selon les contextes.;Confondre galactomannane d’Aspergillus et mannane de Candida.;Très haute;Non vu
QCM_2021_S1_PARA_012;2020-2021;S1;infectio 20-21 ses 1.pdf;Parasitologie;Parasitologie-Mycologie;QCM;12;Coloration de Grocott;Diagnostic mycologique;QCM sur la coloration de Grocott.;A colore en bleu la paroi des champignons | B colore en noir la paroi des champignons | C colore en rouge la paroi des champignons | D colore exclusivement filamenteux en noir et levures en rouge | E colore en noir les kystes de Pneumocystis jirovecii;BE;correction_pdf;La coloration de Grocott colore en noir les structures fongiques, dont les kystes de Pneumocystis jirovecii.;"Ne pas confondre Grocott avec d’autres colorations ; retenir le noir.";Haute;Non vu
QCM_2021_S1_PARA_013;2020-2021;S1;infectio 20-21 ses 1.pdf;Parasitologie;Parasitologie-Mycologie;QRU;13;Aspergillus;Espèce la plus fréquente;QRU sur l’espèce d’Aspergillus la plus fréquente en pathologie humaine.;A Aspergillus fumigatus | B Aspergillus flavus | C Aspergillus terreus | D Aspergillus niger | E Aspergillus nidulans;A;correction_pdf;Aspergillus fumigatus est l’espèce la plus fréquente en pathologie humaine.;Ne pas mélanger les espèces d’Aspergillus.;Haute;Non vu
QCM_2021_S1_PARA_014;2020-2021;S1;infectio 20-21 ses 1.pdf;Parasitologie;Parasitologie-Mycologie;QCM;14;Aspergillose;Mode de contamination;QCM sur les modes de contamination des aspergilloses.;A voie aérienne | B flore endogène | C voie digestive | D transmission interhumaine | E cathéters;A;correction_pdf;La contamination par Aspergillus se fait classiquement par voie aérienne, par inhalation de spores environnementales.;Ne pas confondre Candida, souvent endogène/cathéter, et Aspergillus, environnemental aérien.;Très haute;Non vu
QCM_2021_S1_PARA_015;2020-2021;S1;infectio 20-21 ses 1.pdf;Parasitologie;Parasitologie-Mycologie;QCM;15;Voriconazole;Traitement de l’aspergillose invasive;QCM sur le voriconazole dans le traitement de l’aspergillose pulmonaire invasive.;A azolé | B échinocandine | C actif aussi sur Candida spp. | D utilisé pour pneumocystose | E voie IV ou orale;ACE;correction_pdf;Le voriconazole est un azolé, actif notamment sur Aspergillus et aussi sur Candida spp., utilisable par voie IV ou orale.;"Ne pas confondre voriconazole avec échinocandines ; ne pas l’utiliser pour pneumocystose.";Très haute;Non vu
QCM_2021_S1_NOSO_001;2020-2021;S1;infectio 20-21 ses 1.pdf;Infections nosocomiales;Transversal-Nosocomial;QCM;1;AES;Sérologies personne source;QCM sur les examens sérologiques nécessaires chez la personne source lors d’un accident d’exposition au sang.;A sérologie VIH | B antigène HBs | C anticorps anti-HBs et anti-HBc | D sérologie hépatite C | E sérologie Herpès;ABD;correction_pdf;Lors d’un AES, les sérologies prioritaires chez la personne source concernent VIH, VHB avec Ag HBs, et VHC.;Inclure l’herpès ou oublier l’Ag HBs.;Très haute;Non vu
QCM_2021_S1_NOSO_002;2020-2021;S1;infectio 20-21 ses 1.pdf;Infections nosocomiales;Transversal-Nosocomial;QCM;2;BHRe;Définition bactéries hautement résistantes émergentes;QCM sur les bactéries considérées comme BHRe.;A streptocoque résistant amoxicilline | B entérobactérie productrice de carbapénèmase | C Enterococcus faecium résistant vancomycine | D SARM | E Mycobacterium tuberculosis résistant rifampicine;BC;correction_pdf;Les BHRe classiques sont les entérobactéries productrices de carbapénèmase et Enterococcus faecium résistant à la vancomycine.;Confondre BMR, BHRe et autres résistances importantes comme SARM ou tuberculose résistante.;Très haute;Non vu
QCM_2021_S1_NOSO_003;2020-2021;S1;infectio 20-21 ses 1.pdf;Infections nosocomiales;Transversal-Nosocomial;QCM;3;BMR;Précautions contact et colonisation;QCM sur les bactéries multirésistantes et la conduite à tenir en cas de colonisation digestive.;A résistantes à de nombreux antibiotiques | B résistantes aux solutions hydro-alcooliques | C résistantes aux antiseptiques | D traitement antibiotique pour éradiquer colonisation digestive | E précautions complémentaires Contact si colonisation digestive hospitalisée;AE;correction_pdf;"Les BMR sont résistantes à plusieurs antibiotiques, mais pas aux SHA ; une colonisation digestive ne justifie pas un traitement d’éradication, mais peut justifier des précautions Contact en hospitalisation.";Croire que les BMR résistent aux solutions hydro-alcooliques ou qu’il faut traiter une simple colonisation.;Très haute;Non vu
QCM_2021_S1_NOSO_004;2020-2021;S1;infectio 20-21 ses 1.pdf;Infections nosocomiales;Transversal-Nosocomial;QCM;4;Infections urinaires nosocomiales;Sondage et délai d’apparition;QCM sur les infections urinaires nosocomiales et le rôle du sondage urinaire.;A première cause d’infections nosocomiales | B risque indépendant de la durée du sondage | C survenue 48h après geste urinaire | D survenue 24h après retrait matériel urinaire | E sondage urétral favorise colonisation urétrale;ACDE;correction_pdf;"Les infections urinaires sont une cause majeure d’infections nosocomiales, favorisées par le sondage ; le risque augmente avec la durée du sondage.";Dire que le risque n’augmente pas avec la durée du sondage.;Très haute;Non vu
QCM_2021_S1_NOSO_005;2020-2021;S1;infectio 20-21 ses 1.pdf;Infections nosocomiales;Transversal-Nosocomial;QCM;5;Hygiène des mains;SHA tolérance et limites;QCM sur les produits hydro-alcooliques : efficacité, tolérance, BMR, gale et alcoolémie.;A friction suffisante après soin gale | B favorise émergence BMR | C inefficace sur BMR/BHRe | D meilleure tolérance que savons | E peut contribuer à alcoolémie élevée;D;correction_pdf;Les produits hydro-alcooliques sont efficaces sur les BMR/BHRe et mieux tolérés que les savons, mais certaines situations comme la gale nécessitent une attention spécifique.;Croire que les SHA favorisent les BMR ou sont inefficaces sur BMR/BHRe.;Haute;Non vu
QCM_2021_S1_NOSO_006;2020-2021;S1;infectio 20-21 ses 1.pdf;Infections nosocomiales;Transversal-Nosocomial;QCM;6;Précautions standard;Tenue bijoux tablier gants;QCM sur les mesures recommandées dans les précautions standard.;A blouse manches longues systématique | B absence de bijoux mains/poignets | C tablier plastique pour soins mouillants | D gants usage unique pour objets souillés par liquides biologiques | E lavage eau-savon après retrait gants;BCD;correction_pdf;"Les précautions standard incluent absence de bijoux, protection de la tenue pour soins mouillants et gants pour exposition aux liquides biologiques ; après les gants, l’hygiène des mains est requise, pas forcément lavage eau-savon.";Penser que le lavage eau-savon est systématique après retrait des gants.;Très haute;Non vu
QCM_2021_S1_NOSO_007;2020-2021;S1;infectio 20-21 ses 1.pdf;Infections nosocomiales;Transversal-Nosocomial;QCM;7;Résistance antibiotique;Facteurs populationnels;QCM sur les facteurs favorisant la résistance aux antibiotiques dans la population.;A usage excessif antibiotiques agriculture/élevages | B importation de bactéries résistantes par voyageurs | C consommation excessive SHA | D durées excessives d’antibiothérapie | E chambre double patient BHRe;ABDE;correction_pdf;La résistance est favorisée par la pression antibiotique humaine/animale, les voyages, les traitements trop longs et la transmission croisée, pas par l’usage des SHA.;Accuser les solutions hydro-alcooliques de sélectionner les résistances aux antibiotiques.;Très haute;Non vu
QCM_2021_S1_NOSO_008;2020-2021;S1;infectio 20-21 ses 1.pdf;Infections nosocomiales;Transversal-Nosocomial;QCM;8;BMR;Épidémiologie et EBLSE;QCM sur les BMR : SARM, EBLSE, géographie européenne, prescriptions antibiotiques et endémie digestive.;A incidence la plus élevée liée au SARM | B EBLSE sont des BMR | C BMR plus fréquentes bassin méditerranéen que Scandinavie | D prescription inappropriée/excessive sélectionne résistances | E colonisations digestives BMR endémiques en France métropolitaine;BCDE;correction_pdf;"Les EBLSE sont des BMR ; les résistances sont favorisées par l’usage excessif d’antibiotiques et peuvent être plus fréquentes selon les régions, avec une endémie digestive possible.";Surestimer le rôle du SARM comme BMR d’incidence la plus élevée.;Très haute;Non vu
QCM_2021_S1_NOSO_009;2020-2021;S1;infectio 20-21 ses 1.pdf;Infections nosocomiales;Transversal-Nosocomial;QCM;9;Infection du site opératoire;Manifestations cliniques;QCM sur les manifestations des infections du site opératoire.;A écoulement de cicatrice ou drain | B signes inflammatoires locaux | C peut concerner un organe | D survient généralement dans l’année suivant chirurgie | E pas de conséquence sur durée hospitalisation;ABC;correction_pdf;Une ISO peut se manifester par écoulement, signes inflammatoires locaux, et peut concerner un organe ou espace profond.;Dire qu’elles n’ont pas d’impact sur la durée d’hospitalisation ou généraliser le délai d’un an à toutes les ISO.;Haute;Non vu
QCM_2021_S1_NOSO_010;2020-2021;S1;infectio 20-21 ses 1.pdf;Infections nosocomiales;Transversal-Nosocomial;QCM;10;IAS;Définition infections associées aux soins;QCM sur les infections associées aux soins : patients, nosocomiales, acte diagnostique, lieu, prothèse.;A ne concernent que les patients | B infections nosocomiales sont des IAS | C IAS possible après prise en charge diagnostique | D uniquement établissement de santé | E infection ostéo-articulaire sur prothèse possible 1 an après intervention;BCE;correction_pdf;Les infections nosocomiales sont des IAS, une IAS peut suivre un acte diagnostique, et certaines infections sur prothèse peuvent être prises en compte à distance.;Réduire les IAS aux seuls patients hospitalisés dans un établissement.;Très haute;Non vu
QCM_2021_S1_NOSO_011;2020-2021;S1;infectio 20-21 ses 1.pdf;Infections nosocomiales;Transversal-Nosocomial;QCM;11;Hygiène des mains;Alliance gants et Clostridioides difficile;QCM sur friction hydro-alcoolique, alliance, gants, épidémies et Clostridioides difficile.;A lavage simple systématique avant friction | B alliance diminue efficacité friction | C SHA réservées aux épidémies | D friction suffisante après soin Clostridioides difficile | E friction après port de gants;BE;correction_pdf;"Le port d’une alliance diminue l’efficacité de la friction ; après retrait des gants, il faut réaliser une hygiène des mains, typiquement par friction si les mains ne sont pas souillées.";"Oublier que bijoux/alliance gênent l’hygiène des mains ; penser que SHA sont réservées aux épidémies.";Très haute;Non vu
QCM_2021_S1_NOSO_012;2020-2021;S1;infectio 20-21 ses 1.pdf;Infections nosocomiales;Transversal-Nosocomial;QCM;12;AES;Risque de transmission virale;QCM sur les facteurs augmentant le risque de transmission virale lors d’un AES.;A profondeur blessure | B port de gants | C charge virale VIH élevée source | D aiguille pleine | E présence de sang sur aiguille;ACE;correction_pdf;"Le risque de transmission augmente avec la profondeur de la blessure, la charge virale élevée et la présence visible de sang ; le port de gants est protecteur.";"Confondre aiguille creuse et aiguille pleine ; oublier le rôle de la charge virale.";Très haute;Non vu
QCM_2021_S1_NOSO_013;2020-2021;S1;infectio 20-21 ses 1.pdf;Infections nosocomiales;Transversal-Nosocomial;QCM;13;Transmission croisée;Gants stéthoscope masque symptômes respiratoires;QCM sur les mesures recommandées pour prévenir la transmission croisée entre patients et professionnels de santé.;A gants pour clavier ordinateur | B gants pour vider bassin | C désinfecter stéthoscope avec SHA après examen | D immersion téléphone portable bain détergent-désinfectant | E masque chirurgical en continu si signes infection respiratoire aiguë;BE;correction_pdf;"Le port de gants est recommandé pour vider un bassin ; un professionnel symptomatique sur le plan respiratoire doit porter un masque chirurgical.";Mettre des gants pour le clavier ou immerger un téléphone portable.;Haute;Non vu
QCM_2021_S1_NOSO_014;2020-2021;S1;infectio 20-21 ses 1.pdf;Infections nosocomiales;Transversal-Nosocomial;QCM;14;Précautions standard;Hépatite C chronique et suspicion paludisme;QCM sur les mesures d’hygiène à appliquer chez un patient avec hépatite C chronique hospitalisé pour suspicion de paludisme.;A respect strict précautions standard | B isolement protecteur | C précautions Contact | D précautions Gouttelettes | E précautions Air;A;correction_pdf;"L’hépatite C chronique et la suspicion de paludisme ne justifient pas de précautions complémentaires spécifiques ; les précautions standard sont nécessaires.";Sur-isoler systématiquement un patient porteur d’hépatite C.;Haute;Non vu
QCM_2021_S1_NOSO_015;2020-2021;S1;infectio 20-21 ses 1.pdf;Infections nosocomiales;Transversal-Nosocomial;QCM;15;Infection du site opératoire;Épidémiologie et prévention;QCM sur les infections du site opératoire : fréquence, type de chirurgie, germes, contamination endogène et durée préopératoire.;A 3e cause d’IAS | B incidence varie selon type chirurgie | C chirurgie propre : S. aureus et staphylocoques coagulase négative | D contamination endogène rare | E diminution durée hospitalisation préopératoire limite risque;BCE;correction_pdf;"L’incidence des ISO dépend du type de chirurgie ; en chirurgie propre, les staphylocoques sont importants ; réduire la durée préopératoire limite le risque.";Dire que la contamination endogène est rare.;Très haute;Non vu
QCM_2021_S1_NOSO_016;2020-2021;S1;infectio 20-21 ses 1.pdf;Infections nosocomiales;Transversal-Nosocomial;QCM;16;Cathéter;Prévention infection sur cathéter;QCM sur les mesures utiles à la prévention des infections sur cathéter.;A limiter indications de pose | B manipuler sans précautions particulières | C asepsie rigoureuse lors de la pose | D surveillance hebdomadaire point ponction | E pansement occlusif;AC;correction_pdf;La prévention repose notamment sur la limitation des indications et l’asepsie rigoureuse lors de la pose.;Ne pas croire qu’une surveillance hebdomadaire suffit ou qu’on manipule sans précautions.;Très haute;Non vu
